<TICKER>	<PER>	<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<VOL>
EURUSD	D	22/10/18	00:00:00	1.1514800	1.1550200	1.1454000	1.1463600	1663706
EURUSD	D	23/10/18	00:00:00	1.1463400	1.1493800	1.1438000	1.1468300	2003931
EURUSD	D	24/10/18	00:00:00	1.1470100	1.1476800	1.1378000	1.1391300	2094910
EURUSD	D	25/10/18	00:00:00	1.1391400	1.1432600	1.1355000	1.1374100	1980676
EURUSD	D	26/10/18	00:00:00	1.1374500	1.1421200	1.1334000	1.1401000	2101672
EURUSD	D	27/10/18	00:00:00	1.1402000	1.1402000	1.1400000	1.1400000	3
EURUSD	D	28/10/18	00:00:00	1.1405800	1.1409000	1.1385000	1.1390100	415
EURUSD	D	29/10/18	00:00:00	1.1392000	1.1416400	1.1359000	1.1372100	1796140
EURUSD	D	30/10/18	00:00:00	1.1372100	1.1387900	1.1337000	1.1343400	1705649
EURUSD	D	31/10/18	00:00:00	1.1343100	1.1360400	1.1300000	1.1311300	1783460
EURUSD	D	01/11/18	00:00:00	1.1311000	1.1424100	1.1304600	1.1407900	1900537
EURUSD	D	02/11/18	00:00:00	1.1407700	1.1455800	1.1371000	1.1386200	2011143
EURUSD	D	03/11/18	00:00:00	1.1389000	1.1389000	1.1385400	1.1387000	9
EURUSD	D	04/11/18	00:00:00	1.1395000	1.1406900	1.1394000	1.1399600	394
EURUSD	D	05/11/18	00:00:00	1.1399500	1.1424000	1.1352800	1.1407700	1640219
EURUSD	D	06/11/18	00:00:00	1.1407500	1.1438000	1.1390000	1.1417800	1698838
EURUSD	D	07/11/18	00:00:00	1.1417700	1.1499700	1.1393000	1.1438700	2364045
EURUSD	D	08/11/18	00:00:00	1.1438900	1.1446900	1.1350000	1.1359000	2079846
EURUSD	D	09/11/18	00:00:00	1.1360200	1.1369000	1.1315000	1.1337300	1952262
EURUSD	D	10/11/18	00:00:00	1.1336800	1.1339800	1.1331000	1.1333000	33477
EURUSD	D	11/11/18	00:00:00	1.1332000	1.1332000	1.1310000	1.1314000	319
EURUSD	D	12/11/18	00:00:00	1.1314000	1.1331000	1.1232000	1.1233400	1837323
EURUSD	D	13/11/18	00:00:00	1.1233400	1.1293600	1.1214000	1.1284800	2123720
EURUSD	D	14/11/18	00:00:00	1.1284800	1.1347600	1.1262000	1.1322400	2258715
EURUSD	D	15/11/18	00:00:00	1.1322400	1.1362400	1.1269800	1.1331800	2294423
EURUSD	D	16/11/18	00:00:00	1.1332500	1.1420100	1.1318000	1.1415100	2022836
EURUSD	D	17/11/18	00:00:00	1.1416000	1.1420300	1.1411000	1.1418000	34934
EURUSD	D	18/11/18	00:00:00	1.1408000	1.1411600	1.1397000	1.1402000	225
EURUSD	D	19/11/18	00:00:00	1.1402600	1.1465000	1.1393000	1.1450000	1564141
EURUSD	D	20/11/18	00:00:00	1.1451200	1.1472400	1.1356000	1.1369000	1891683
EURUSD	D	21/11/18	00:00:00	1.1369100	1.1424800	1.1362000	1.1382300	1754890
EURUSD	D	22/11/18	00:00:00	1.1382500	1.1434100	1.1378700	1.1404900	1432184
EURUSD	D	23/11/18	00:00:00	1.1404200	1.1421200	1.1326200	1.1329000	1523007
EURUSD	D	24/11/18	00:00:00	1.1329600	1.1338000	1.1327000	1.1336500	62000
EURUSD	D	25/11/18	00:00:00	1.1340600	1.1348000	1.1338000	1.1341000	233
EURUSD	D	26/11/18	00:00:00	1.1339000	1.1383700	1.1324000	1.1333900	1662308
EURUSD	D	27/11/18	00:00:00	1.1333900	1.1343700	1.1276000	1.1296300	1902421
EURUSD	D	28/11/18	00:00:00	1.1296500	1.1387500	1.1265000	1.1369500	1924296
EURUSD	D	29/11/18	00:00:00	1.1369500	1.1401800	1.1347000	1.1389300	1904710
EURUSD	D	30/11/18	00:00:00	1.1389400	1.1400500	1.1304000	1.1321400	1752115
EURUSD	D	01/12/18	00:00:00	1.1320700	1.1322200	1.1312200	1.1319200	33211
EURUSD	D	02/12/18	00:00:00	1.1346500	1.1367300	1.1342000	1.1356900	502
EURUSD	D	03/12/18	00:00:00	1.1357000	1.1379800	1.1318000	1.1344800	1722460
EURUSD	D	04/12/18	00:00:00	1.1344200	1.1419000	1.1317000	1.1337600	2105637
EURUSD	D	05/12/18	00:00:00	1.1337600	1.1361300	1.1309900	1.1344000	1329844
EURUSD	D	06/12/18	00:00:00	1.1344500	1.1412600	1.1320000	1.1381900	2255838
EURUSD	D	07/12/18	00:00:00	1.1381900	1.1423700	1.1359000	1.1410900	2001468
EURUSD	D	08/12/18	00:00:00	1.1410600	1.1412000	1.1377600	1.1389200	39506
EURUSD	D	09/12/18	00:00:00	1.1395000	1.1402300	1.1380000	1.1386600	421
EURUSD	D	10/12/18	00:00:00	1.1385000	1.1442700	1.1348000	1.1354700	2140193
EURUSD	D	11/12/18	00:00:00	1.1354700	1.1400400	1.1305000	1.1326500	1959459
EURUSD	D	12/12/18	00:00:00	1.1326400	1.1387300	1.1312000	1.1370900	2014945
EURUSD	D	13/12/18	00:00:00	1.1371000	1.1393300	1.1330000	1.1363800	1823025
EURUSD	D	14/12/18	00:00:00	1.1363200	1.1365000	1.1268000	1.1299900	1795027
EURUSD	D	15/12/18	00:00:00	1.1300100	1.1307000	1.1298000	1.1307000	35627
EURUSD	D	16/12/18	00:00:00	1.1302800	1.1305500	1.1297000	1.1301000	214
EURUSD	D	17/12/18	00:00:00	1.1302000	1.1357700	1.1296900	1.1345200	1603351
EURUSD	D	18/12/18	00:00:00	1.1345300	1.1402300	1.1335000	1.1363800	1736203
EURUSD	D	19/12/18	00:00:00	1.1363100	1.1439300	1.1354600	1.1373200	2093512
EURUSD	D	20/12/18	00:00:00	1.1372800	1.1485900	1.1366000	1.1459600	2358687
EURUSD	D	21/12/18	00:00:00	1.1459800	1.1474000	1.1354000	1.1358800	2136152
EURUSD	D	22/12/18	00:00:00	1.1358800	1.1374600	1.1356000	1.1367000	38005
EURUSD	D	23/12/18	00:00:00	1.1369700	1.1387000	1.1355000	1.1361800	204
EURUSD	D	24/12/18	00:00:00	1.1364800	1.1438600	1.1359000	1.1405500	1675280
EURUSD	D	25/12/18	00:00:00	1.1405400	1.1417600	1.1364500	1.1387000	27527
EURUSD	D	26/12/18	00:00:00	1.1387000	1.1420000	1.1341000	1.1353400	1209236
EURUSD	D	27/12/18	00:00:00	1.1353400	1.1454200	1.1347000	1.1439700	2371384
EURUSD	D	28/12/18	00:00:00	1.1439800	1.1472800	1.1425000	1.1442000	2055036
EURUSD	D	29/12/18	00:00:00	1.1441900	1.1451000	1.1437900	1.1441500	37793
EURUSD	D	30/12/18	00:00:00	1.1445000	1.1450000	1.1438000	1.1440000	153
EURUSD	D	31/12/18	00:00:00	1.1441600	1.1466100	1.1420000	1.1456000	1477245
EURUSD	D	01/01/19	00:00:00	1.1456000	1.1545000	1.1446000	1.1459000	19293
